brand,logo,category,name,description,image,color
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,ตกแต่งริมฝีปาก,4U2 Better Half Duo Lip 2.4g #14 Forever More,4U2 Better Half Duo Lip 2.4g #14 Forever More ลิปสติก 2in1 จากโฟร์ยูทู ประกอบด้วยลิปแมทและลิปกลอสในแท่งเดียว เนื้อนุ่มลื่นเนียนไปกับริมฝีปาก ไม่เป็นคราบ มอบสีสวยชัด เนื้อลิปกลอสใส ที่ช่วยเคลือบริมฝีปากให้เงางางาม และล็อคสีลิปสติกให้ติดทนยาวนาน ไม่เลอะเลือนระหว่างวัน,https://s2.konvy.com/static/team/2024/0326/17114430117003.jpg,https://s2.konvy.com/static/team_related/2024/0325/17113538679282.jpg
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,ตกแต่งริมฝีปาก,4U2 Matte Balm 4.75g #07,4U2 Matte Balm 4.75g #07 ลิปสติกเนื้อแมทบาล์ม สัมผัสนุ่มลื่น เกลี่ยง่าย จากโฟร์ยูทู ให้สีสดชัดติดทนนาน พร้อมบำรุงให้ริมฝีปากชุ่มชื้น เนียนนุ่มสุขภาพดี ไม่ทำให้ปากแห้ง,https://s2.konvy.com/static/team/2024/0715/17210369256024.jpg,https://s2.konvy.com/static/team_related/2024/0711/17206668912685.jpg
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,ตกแต่งริมฝีปาก,4U2 Matte Balm 4.75g #05,4U2 Matte Balm 4.75g #05 ลิปสติกเนื้อแมทบาล์ม สัมผัสนุ่มลื่น เกลี่ยง่าย จากโฟร์ยูทู ให้สีสดชัดติดทนนาน พร้อมบำรุงให้ริมฝีปากชุ่มชื้น เนียนนุ่มสุขภาพดี ไม่ทำให้ปากแห้ง,https://s2.konvy.com/static/team/2024/0715/17210368801339.jpg,https://s2.konvy.com/static/team_related/2024/0711/17206668864286.jpg
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,ตกแต่งริมฝีปาก,4U2 My Mate Gloss & Matte 3g #11 Together,4U2 My Mate Gloss & Matte 3g #11 Together ลิควิดลิปสติก จากโฟร์ยูทู ที่มาพร้อม 2 เนื้อสัมผัส มอบสัมผัสการทาที่เรียบลื่น ประกอบด้วยลิปเนื้อแมทให้สีสันสดชัด ติดทนนาน ไม่เลอะเลือนระหว่างวัน และลิปกลอสฉ่ำวาว เปล่งประกาย สัมผัสเบาสบาย,https://s2.konvy.com/static/team/2023/0411/16811831231834.jpg,https://s2.konvy.com/static/team_related/2023/0424/16823027872317.jpg
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,ตกแต่งริมฝีปาก,4U2 You're Mine Powder Lipstick 3.5g #04 All At Once,4U2 You're Mine Powder Lipstick 3.5g #04 All At Once ลิปสติกเนื้อ Powdery Matte สัมผัสเนียนนุ่ม บางเบา จากโฟร์ยูทู ติดทนนานแต่ไม่ทำให้ริมฝีปากแห้งกร้าน อัดแน่นด้วยอนุภาคเม็ดสีที่เนียนละเอียด ทาชัดในปาดเดียว ไม่ตกร่อง,https://s2.konvy.com/static/team/2023/0726/16903633114876.jpg,https://s2.konvy.com/static/team_related/2023/0726/16903574469678.jpg
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,ตกแต่งริมฝีปาก,4U2 My Mate Gloss & Matte 3g #13 Simple Lady,4U2 My Mate Gloss & Matte 3g #13 Simple Lady ลิควิดลิปสติก จากโฟร์ยูทู ที่มาพร้อม 2 เนื้อสัมผัส มอบสัมผัสการทาที่เรียบลื่น ประกอบด้วยลิปเนื้อแมทให้สีสันสดชัด ติดทนนาน ไม่เลอะเลือนระหว่างวัน และลิปกลอสฉ่ำวาว เปล่งประกาย สัมผัสเบาสบาย,https://s2.konvy.com/static/team/2023/0411/16811831592646.jpg,https://s2.konvy.com/static/team_related/2023/0424/16823027826288.jpg
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,ตกแต่งริมฝีปาก,4U2 My Mate Gloss & Matte 3g #05 Sweetheart,4U2 My Mate Gloss & Matte 3g #05 Sweetheart ลิควิดลิปสติก จากโฟร์ยูทู ที่มาพร้อม 2 เนื้อสัมผัส มอบสัมผัสการทาที่เรียบลื่น ประกอบด้วยลิปเนื้อแมทให้สีสันสดชัด ติดทนนาน ไม่เลอะเลือนระหว่างวัน และลิปกลอสฉ่ำวาว เปล่งประกาย สัมผัสเบาสบาย,https://s2.konvy.com/static/team/2023/0411/16811829878950.jpg,https://s2.konvy.com/static/team_related/2023/0424/16823028013094.jpg
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,ตกแต่งริมฝีปาก,4U2 Better Half Duo Lip 2.4g #01 First Time,4U2 Better Half Duo Lip 2.4g #01 First Time ลิปสติก 2in1 จากโฟร์ยูทู ประกอบด้วยลิปแมทและลิปกลอสในแท่งเดียว เนื้อนุ่มลื่นเนียนไปกับริมฝีปาก ไม่เป็นคราบ มอบสีสวยชัด เนื้อลิปกลอสใส ที่ช่วยเคลือบริมฝีปากให้เงางางาม และล็อคสีลิปสติกให้ติดทนยาวนาน ไม่เลอะเลือนระหว่างวัน,https://s2.konvy.com/static/team/2024/0326/17114426819542.jpg,https://s2.konvy.com/static/team_related/2024/0325/17113538949234.jpg
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,ตกแต่งริมฝีปาก,4U2 You're Mine Powder Lipstick 3.5g #06 Lip To Lip,4U2 You're Mine Powder Lipstick 3.5g #06 Lip To Lip ลิปสติกเนื้อ Powdery Matte สัมผัสเนียนนุ่ม บางเบา จากโฟร์ยูทู ติดทนนานแต่ไม่ทำให้ริมฝีปากแห้งกร้าน อัดแน่นด้วยอนุภาคเม็ดสีที่เนียนละเอียด ทาชัดในปาดเดียว ไม่ตกร่อง,https://s2.konvy.com/static/team/2023/0726/16903633902985.jpg,https://s2.konvy.com/static/team_related/2023/0726/16903574519945.jpg
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,ตกแต่งริมฝีปาก,4U2 Better Half Duo Lip 2.4g #07 Let Us Be,4U2 Better Half Duo Lip 2.4g #07 Let Us Be ลิปสติก 2in1 จากโฟร์ยูทู ประกอบด้วยลิปแมทและลิปกลอสในแท่งเดียว เนื้อนุ่มลื่นเนียนไปกับริมฝีปาก ไม่เป็นคราบ มอบสีสวยชัด เนื้อลิปกลอสใส ที่ช่วยเคลือบริมฝีปากให้เงางางาม และล็อคสีลิปสติกให้ติดทนยาวนาน ไม่เลอะเลือนระหว่างวัน,https://s2.konvy.com/static/team/2024/0326/17114428311595.jpg,https://s2.konvy.com/static/team_related/2024/0325/17113538269620.jpg
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,ตกแต่งริมฝีปาก,4U2 You're Mine Powder Lipstick 3.5g #11 Always Will,4U2 You're Mine Powder Lipstick 3.5g #11 Always Will ลิปสติกเนื้อ Powdery Matte สัมผัสเนียนนุ่ม บางเบา จากโฟร์ยูทู ติดทนนานแต่ไม่ทำให้ริมฝีปากแห้งกร้าน อัดแน่นด้วยอนุภาคเม็ดสีที่เนียนละเอียด ทาชัดในปาดเดียว ไม่ตกร่อง,https://s2.konvy.com/static/team/2023/0726/16903636004723.jpg,https://s2.konvy.com/static/team_related/2023/0726/16903574649295.jpg
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,ตกแต่งริมฝีปาก,4U2 Matte Balm 4.75g #11,4U2 Matte Balm 4.75g #11 ลิปสติกเนื้อแมทบาล์ม สัมผัสนุ่มลื่น เกลี่ยง่าย จากโฟร์ยูทู ให้สีสดชัดติดทนนาน พร้อมบำรุงให้ริมฝีปากชุ่มชื้น เนียนนุ่มสุขภาพดี ไม่ทำให้ปากแห้ง,https://s2.konvy.com/static/team/2024/0715/17210370135102.jpg,https://s2.konvy.com/static/team_related/2024/0711/17206668997676.jpg
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,ตกแต่งริมฝีปาก,4U2 Better Half Duo Lip 2.4g #06 Take Me Now,4U2 Better Half Duo Lip 2.4g #06 Take Me Now ลิปสติก 2in1 จากโฟร์ยูทู ประกอบด้วยลิปแมทและลิปกลอสในแท่งเดียว เนื้อนุ่มลื่นเนียนไปกับริมฝีปาก ไม่เป็นคราบ มอบสีสวยชัด เนื้อลิปกลอสใส ที่ช่วยเคลือบริมฝีปากให้เงางางาม และล็อคสีลิปสติกให้ติดทนยาวนาน ไม่เลอะเลือนระหว่างวัน,https://s2.konvy.com/static/team/2024/0326/17114428088705.jpg,https://s2.konvy.com/static/team_related/2024/0325/17113538247227.jpg
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,ตกแต่งริมฝีปาก,4U2 Matte Balm 4.75g #03,4U2 Matte Balm 4.75g #03 ลิปสติกเนื้อแมทบาล์ม สัมผัสนุ่มลื่น เกลี่ยง่าย จากโฟร์ยูทู ให้สีสดชัดติดทนนาน พร้อมบำรุงให้ริมฝีปากชุ่มชื้น เนียนนุ่มสุขภาพดี ไม่ทำให้ปากแห้ง,https://s2.konvy.com/static/team/2024/0715/17210368286932.jpg,https://s2.konvy.com/static/team_related/2024/0711/17206668815193.jpg
4U2,https://s2.konvy.com/static/category/2021/0216/16134695842672.jpg,ตกแต่งริมฝีปาก,4U2 Matte Balm 4.75g #09,4U2 Matte Balm 4.75g #09 ลิปสติกเนื้อแมทบาล์ม สัมผัสนุ่มลื่น เกลี่ยง่าย จากโฟร์ยูทู ให้สีสดชัดติดทนนาน พร้อมบำรุงให้ริมฝีปากชุ่มชื้น เนียนนุ่มสุขภาพดี ไม่ทำให้ปากแห้ง,https://s2.konvy.com/static/team/2024/0715/17210369658566.jpg,https://s2.konvy.com/static/team_related/2024/0711/17206668958743.jpg
SASI,https://s2.konvy.com/static/category/2021/0510/16206364148516.jpg,ตกแต่งริมฝีปาก,SASI Girls Can Survive Matte Lip 2g #01 Romantic Nude,SASI Girls Can Survive Matte Lip 2g #01 Romantic Nude ล็อคปากเป๊ะ รอดตลอดวัน กับลิควิดลิปเนื้อแมท แน่น เป๊ะ ติดทน Mask Friendly จากศศิ เนื้อลิปมอบสัมผัสเนียนนุ่ม บางเบา พิกเมนต์สีชัด กลบสีปากมิดยาวนานทั้งวัน,https://s2.konvy.com/static/team/2023/0809/16915567024204.jpg,https://s2.konvy.com/static/team_related/2023/0807/16913913027852.jpg
Cathy Doll,https://s2.konvy.com/static/category/2021/0224/16141539407049.jpg,ตกแต่งริมฝีปาก,Cathy Doll Wanna Shine Lipstick 3g #03 Pink Scene,Cathy Doll Wanna Shine Lipstick 3g #03 Pink Scene เติมสีปาก พร้อมบำรุง! ด้วยลิปสติกเนื้อวาว สัมผัสชุ่มชื้น จากเคที่ ดอลล์ พร้อมเติมสีสันให้เรียวปากดูระเรื่ออย่างเป็นธรรมชาติ เปลี่ยนริมฝีปากคล้ำให้ดูสุขภาพดี,https://s2.konvy.com/static/team/2022/0114/16421288374245.jpg,https://s2.konvy.com/static/team_related/2023/0626/16877540312376.jpg
Cathy Doll,https://s2.konvy.com/static/category/2021/0224/16141539407049.jpg,ตกแต่งริมฝีปาก,Cathy Doll Shiny Bear Lip Moist 1.1g #09 Cherry Bomb,Cathy Doll Shiny Bear Lip Moist 1.1g #09 Cherry Bomb ลิปสติกหมีสุดน่ารัก เติมสีสันให้ริมฝีปากสดใส ฉ่ำวาว จากเคที่ ดอลล์ มาพร้อมมอยส์เจอร์ไรเซอร์ ช่วยบำรุงริมฝีปากที่แห้งแตกให้กลับมาเนียนนุ่ม ชุ่มชื้น ให้ริมฝีปากอวบอิ่ม ดูสุขภาพดี,https://s2.konvy.com/static/team/2024/0712/17207532518976.jpg,https://s2.konvy.com/static/team_related/2024/0710/17205957808573.jpg
Cathy Doll,https://s2.konvy.com/static/category/2021/0224/16141539407049.jpg,ตกแต่งริมฝีปาก,Cathy Doll Shiny Bear Lip Moist 1.1g #07 Sunset Beach,Cathy Doll Shiny Bear Lip Moist 1.1g #07 Sunset Beach ลิปสติกหมีสุดน่ารัก เติมสีสันให้ริมฝีปากสดใส ฉ่ำวาว จากเคที่ ดอลล์ มาพร้อมมอยส์เจอร์ไรเซอร์ ช่วยบำรุงริมฝีปากที่แห้งแตกให้กลับมาเนียนนุ่ม ชุ่มชื้น ให้ริมฝีปากอวบอิ่ม ดูสุขภาพดี,https://s2.konvy.com/static/team/2024/0712/17207533011388.jpg,https://s2.konvy.com/static/team_related/2024/0710/17205957757696.jpg
Cathy Doll,https://s2.konvy.com/static/category/2021/0224/16141539407049.jpg,ตกแต่งริมฝีปาก,Cathy Doll Shiny Bear Lip Moist 1.1g #05 Brown Sugar,Cathy Doll Shiny Bear Lip Moist 1.1g #05 Brown Sugar ลิปสติกหมีสุดน่ารัก เติมสีสันให้ริมฝีปากสดใส ฉ่ำวาว จากเคที่ ดอลล์ มาพร้อมมอยส์เจอร์ไรเซอร์ ช่วยบำรุงริมฝีปากที่แห้งแตกให้กลับมาเนียนนุ่ม ชุ่มชื้น ให้ริมฝีปากอวบอิ่ม ดูสุขภาพดี,https://s2.konvy.com/static/team/2023/1010/16969106868362.jpg,https://s2.konvy.com/static/team_related/2023/1009/16968387425710.jpg
Cathy Doll,https://s2.konvy.com/static/category/2021/0224/16141539407049.jpg,ตกแต่งริมฝีปาก,Cathy Doll Shiny Bear Lip Moist 1.1g #06 Jelly Cola,Cathy Doll Shiny Bear Lip Moist 1.1g #06 Jelly Cola ลิปสติกหมีสุดน่ารัก เติมสีสันให้ริมฝีปากสดใส ฉ่ำวาว จากเคที่ ดอลล์ มาพร้อมมอยส์เจอร์ไรเซอร์ ช่วยบำรุงริมฝีปากที่แห้งแตกให้กลับมาเนียนนุ่ม ชุ่มชื้น ให้ริมฝีปากอวบอิ่ม ดูสุขภาพดี,https://s2.konvy.com/static/team/2023/1010/16969104845627.jpg,https://s2.konvy.com/static/team_related/2023/1009/16968387407780.jpg
Cathy Doll,https://s2.konvy.com/static/category/2021/0224/16141539407049.jpg,ตกแต่งริมฝีปาก,Cathy Doll Shiny Bear Lip Moist 1.1g #10 Summer Rose,Cathy Doll Shiny Bear Lip Moist 1.1g #10 Summer Rose ลิปสติกหมีสุดน่ารัก เติมสีสันให้ริมฝีปากสดใส ฉ่ำวาว จากเคที่ ดอลล์ มาพร้อมมอยส์เจอร์ไรเซอร์ ช่วยบำรุงริมฝีปากที่แห้งแตกให้กลับมาเนียนนุ่ม ชุ่มชื้น ให้ริมฝีปากอวบอิ่ม ดูสุขภาพดี,https://s2.konvy.com/static/team/2024/0712/17207532282583.jpg,https://s2.konvy.com/static/team_related/2024/0710/17205957824923.jpg
